Place ID,店舗名,住所,緯度,経度,評価,レビュー数,営業状況,営業時間,電話番号,ウェブサイト,価格帯,店舗タイプ,店舗説明,テイクアウト,デリバリー,店内飲食,朝食提供,昼食提供,夕食提供,地区,取得方法,更新日時
ChIJjehXY_xc818RURSd44IajeU,ショッピングプラザ キング 佐渡サンモールタウン店,日本、〒952-0028 新潟県佐渡市加茂歌代４７８,38.0821192,138.4186833,3.7,189,営業中,月曜日: 9時00分～20時00分; 火曜日: 9時00分～20時00分; 水曜日: 9時00分～20時00分; 木曜日: 9時00分～20時00分; 金曜日: 9時00分～20時00分; 土曜日: 9時00分～20時00分; 日曜日: 9時00分～20時00分,0259-24-1831,公式サイトなし,価格情報なし,"スーパーマーケット, 飲食店, 観光スポット, 店舗, 施設",スーパーマーケットです。評価3.7（189件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:33:58
ChIJjehXY_xc818Rp6hMdKsIjWQ,あるこーいりす,日本、〒952-0028 新潟県佐渡市加茂歌代赤井下４７８,38.0820158,138.4185528,3.9,22,営業中,月曜日: 9時00分～17時00分; 火曜日: 9時00分～17時00分; 水曜日: 9時00分～17時00分; 木曜日: 定休日; 金曜日: 9時00分～17時00分; 土曜日: 9時00分～17時00分; 日曜日: 9時00分～17時00分,0259-23-5326,公式サイトなし,価格情報なし,"カフェ, 飲食店, 観光スポット, 施設","カフェです。評価3.9（22件のレビュー）。店内飲食, テイクアウトに対応。佐渡島にあります。",可,不可,可,可,可,不可,佐渡市内,CID URL検索,2025-08-09 12:34:00
ChIJq6o63lhc818RwKtVeHpj57E,maSanicoffee（マサニコーヒー）,日本、〒952-0014 新潟県佐渡市両津湊３５３−１ 両津南埠頭ビル 1階,38.0812484,138.4371519,4,213,営業中,月曜日: 6時30分～19時15分; 火曜日: 6時30分～19時15分; 水曜日: 6時30分～19時15分; 木曜日: 6時30分～19時15分; 金曜日: 6時30分～19時15分; 土曜日: 6時30分～19時15分; 日曜日: 6時30分～19時15分,070-4222-6448,https://instagram.com/masanicoffee_sado?igshid=MjljNjAzYmU=,価格情報なし,"カフェ, 飲食店, 観光スポット, 店舗, 施設","カフェです。評価4（213件のレビュー）。店内飲食, テイクアウトに対応。佐渡島にあります。",可,不可,可,可,可,不可,両津,CID URL検索,2025-08-09 12:34:01
ChIJ4Ta3sLJd818RuHmSmWscRR0,珈琲 花園,日本、〒952-0014 新潟県佐渡市両津湊３５３−２,38.0798694,138.4374688,3.5,4,営業中,,情報なし,公式サイトなし,価格情報なし,"カフェ, 飲食店, 観光スポット, 店舗, 施設",カフェです。評価3.5（4件のレビュー）。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,不可,不可,両津,CID URL検索,2025-08-09 12:34:02
ChIJTzoiYy9Z818R47ntfJndf3E,茶房 げんざ,日本、〒952-3541 新潟県佐渡市水津６０８,38.0752387,138.5698089,5,5,営業中,月曜日: 10時00分～17時00分; 火曜日: 10時00分～17時00分; 水曜日: 定休日; 木曜日: 定休日; 金曜日: 10時00分～17時00分; 土曜日: 10時00分～17時00分; 日曜日: 10時00分～17時00分,0259-29-2072,公式サイトなし,価格情報なし,"カフェ, 飲食店, 観光スポット, 施設",カフェです。評価5（5件のレビュー）。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:34:04
ChIJGX0sKFRd818R5o6RkMzDh9A,かふぇすみよし,日本、〒952-0015 新潟県佐渡市住吉８４−１,38.0713408,138.4513874,4.1,36,営業中,月曜日: 9時30分～16時00分; 火曜日: 9時30分～16時00分; 水曜日: 9時30分～16時00分; 木曜日: 9時30分～16時00分; 金曜日: 9時30分～16時00分; 土曜日: 定休日; 日曜日: 定休日,0259-59-9005,https://www.facebook.com/share/1C8jHG5J9r/?mibextid=wwXIfr,普通,"カフェ, 観光スポット, 飲食店, 施設","カフェです。評価4.1（36件のレビュー）。価格帯は普通です。店内飲食, テイクアウトに対応。佐渡島にあります。",可,不可,可,不可,可,不可,佐渡市内,CID URL検索,2025-08-09 12:34:05
ChIJBVNL6eBd818RyVWCCPMeEIE,caMoco cafe 湖ASOBi,日本、〒952-0016 新潟県佐渡市原黒５５３−２８,38.070474499999996,138.4405989,4.1,87,営業中,"月曜日: 11時30分～16時00分, 18時00分～21時00分; 火曜日: 11時30分～16時00分, 18時00分～21時00分; 水曜日: 定休日; 木曜日: 定休日; 金曜日: 11時30分～16時00分, 18時00分～21時00分; 土曜日: 11時30分～16時00分, 18時00分～21時00分; 日曜日: 11時30分～16時00分, 18時00分～21時00分",0259-67-7467,https://www.hotpepper.jp/strJ003341121/,価格情報なし,"観光スポット, 施設",観光スポットです。評価4.1（87件のレビュー）。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,可,可,佐渡市内,CID URL検索,2025-08-09 12:34:07
ChIJaW-NDBNd818R2sHmErhiW3A,アートサロン和（やわらぎ）,日本、〒952-0026 新潟県佐渡市立野１４３,38.062766599999996,138.3923718,3.8,6,営業中,月曜日: 11時00分～16時00分; 火曜日: 11時00分～16時00分; 水曜日: 11時00分～16時00分; 木曜日: 11時00分～16時00分; 金曜日: 11時00分～16時00分; 土曜日: 定休日; 日曜日: 定休日,080-4057-8069,公式サイトなし,価格情報なし,"カフェ, 飲食店, 観光スポット, 施設",カフェです。評価3.8（6件のレビュー）。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:34:08
ChIJicRDCc9J818Rer8SqpqyEZA,佐渡発酵 株式会社,日本、〒952-2203 新潟県佐渡市関６５０−１,38.2513049,138.4189717,4.7,34,営業中,月曜日: 8時30分～17時00分; 火曜日: 8時30分～17時00分; 水曜日: 8時30分～17時00分; 木曜日: 8時30分～17時00分; 金曜日: 8時30分～17時00分; 土曜日: 8時30分～17時00分; 日曜日: 8時30分～17時00分,0259-78-2288,https://sadohakko.com/,価格情報なし,"店舗, 観光スポット, 施設",店舗です。評価4.7（34件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:34:10
ChIJX07UVQZH818R02PLP3enDDQ,エーコープ 佐渡高千店,日本、〒952-2214 新潟県佐渡市高千７８８−２,38.1980815,138.3402592,4.1,38,営業中,月曜日: 9時00分～18時00分; 火曜日: 9時00分～18時00分; 水曜日: 9時00分～18時00分; 木曜日: 9時00分～18時00分; 金曜日: 9時00分～18時00分; 土曜日: 9時00分～18時00分; 日曜日: 9時00分～17時30分,0259-78-2557,https://www.ja-sado-niigata.or.jp/,価格情報なし,"スーパーマーケット, 店舗, 飲食店, 観光スポット, 施設",スーパーマーケットです。評価4.1（38件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:34:12
ChIJ2ccXHCdH818RyhF9NeodE6A,金子菓子店,日本、〒952-2215 新潟県佐渡市入川２０８７−７,38.185024999999996,138.32096389999998,4.3,9,営業中,月曜日: 7時00分～18時00分; 火曜日: 7時00分～18時00分; 水曜日: 7時00分～18時00分; 木曜日: 7時00分～18時00分; 金曜日: 7時00分～18時00分; 土曜日: 7時00分～18時00分; 日曜日: 7時00分～18時00分,0259-77-2026,公式サイトなし,価格情報なし,"飲食店, 店舗, 観光スポット, 施設",飲食店です。評価4.3（9件のレビュー）。テイクアウトに対応。佐渡島にあります。,可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:34:13
ChIJwVgCPQBH818RbJowD-aJ9bs,高千カフェ,日本、〒952-2222 新潟県佐渡市北川内１０７７−３,38.1750544,138.3150112,4.6,14,営業中,"月曜日: 定休日; 火曜日: 8時00分～15時00分; 水曜日: 定休日; 木曜日: 11時00分～14時00分; 金曜日: 定休日; 土曜日: 8時00分～15時00分, 18時00分～21時00分; 日曜日: 定休日",080-5085-4468,https://www.instagram.com/takachicafe?igshid=OGQ5ZDc2ODk2ZA==,価格情報なし,"カフェ, 飲食店, 観光スポット, 施設",カフェです。評価4.6（14件のレビュー）。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,可,不可,佐渡市内,CID URL検索,2025-08-09 12:34:14
ChIJq6oeTPRl818R2aDkkiIGFR8,ガシマシネマ,日本、〒952-1522 新潟県佐渡市相川上京町１１,38.0352112,138.2451313,4.7,80,営業中,月曜日: 定休日; 火曜日: 定休日; 水曜日: 9時00分～17時00分; 木曜日: 9時00分～17時00分; 金曜日: 9時00分～17時00分; 土曜日: 9時00分～17時00分; 日曜日: 9時00分～17時00分,0259-67-7644,https://gashimacinema.info/,価格情報なし,"観光スポット, 施設",観光スポットです。評価4.7（80件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,相川,CID URL検索,2025-08-09 12:34:16
ChIJ83sWZzFl818RkQmO7Efvo0s,cafe 丘の上の雲の向こう,日本、〒952-1522 新潟県佐渡市相川上京町１,38.0352202,138.2458441,3.7,3,営業中,月曜日: 定休日; 火曜日: 定休日; 水曜日: 定休日; 木曜日: 定休日; 金曜日: 定休日; 土曜日: 10時00分～17時00分; 日曜日: 10時00分～17時00分,090-3640-5173,https://www.instagram.com/okanouenokumonomukou/,価格情報なし,"カフェ, 観光スポット, 飲食店, 施設",カフェです。評価3.7（3件のレビュー）。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,不可,不可,相川,CID URL検索,2025-08-09 12:34:18
ChIJ7-0m4Ipl818RTDrUR5uPJYA,ショッピングプラザ キング 相川店,日本、〒952-1548 新潟県佐渡市相川羽田町４４,38.0334693,138.2401132,3.8,63,営業中,月曜日: 9時00分～19時00分; 火曜日: 9時00分～19時00分; 水曜日: 9時00分～19時00分; 木曜日: 9時00分～19時00分; 金曜日: 9時00分～19時00分; 土曜日: 9時00分～19時00分; 日曜日: 9時00分～19時00分,0259-74-4321,公式サイトなし,価格情報なし,"スーパーマーケット, 飲食店, 店舗, 観光スポット, 施設",スーパーマーケットです。評価3.8（63件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,相川,CID URL検索,2025-08-09 12:34:19
ChIJ-avgaYtl818Rlq5NACfYOpw,珈琲の家 カフェ・ド・カトレア,日本、〒952-1548 新潟県佐渡市相川羽田町６７,38.0325054,138.2416625,3.9,72,営業中,月曜日: 8時30分～21時00分; 火曜日: 8時30分～21時00分; 水曜日: 8時30分～21時00分; 木曜日: 8時30分～21時00分; 金曜日: 8時30分～21時00分; 土曜日: 8時30分～21時00分; 日曜日: 8時30分～21時00分,0259-74-3348,https://www.instagram.com/cafedecattleya/,普通,"カフェ, 店舗, 飲食店, 観光スポット, 施設",カフェです。評価3.9（72件のレビュー）。価格帯は普通です。店内飲食に対応。佐渡島にあります。,不可,不可,可,可,可,不可,相川,CID URL検索,2025-08-09 12:34:21
ChIJBaxQ1oRl818RgDdcOrmOUK8,コロンビア,日本、〒952-1582 新潟県佐渡市相川下戸村４３６,38.0247074,138.23516379999998,3.6,19,営業中,"月曜日: 11時30分～14時00分, 18時00分～23時00分; 火曜日: 11時30分～14時00分, 18時00分～23時00分; 水曜日: 定休日; 木曜日: 11時30分～14時00分, 18時00分～23時00分; 金曜日: 11時30分～14時00分, 18時00分～23時00分; 土曜日: 11時30分～14時00分, 18時00分～23時00分; 日曜日: 11時30分～14時00分, 18時00分～23時00分",0259-74-4151,公式サイトなし,価格情報なし,"カフェ, 飲食店, 観光スポット, 施設",カフェです。評価3.6（19件のレビュー）。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,可,不可,相川,CID URL検索,2025-08-09 12:34:22
ChIJrQd44Apn818RqT6MHmwq2qw,こども服 oto／Mr.Tono café,日本、〒952-1206 新潟県佐渡市大和１３１６−１,38.0384077,138.3878312,4.8,30,営業中,月曜日: 10時00分～18時00分; 火曜日: 10時00分～18時00分; 水曜日: 定休日; 木曜日: 10時00分～18時00分; 金曜日: 10時00分～18時00分; 土曜日: 10時00分～18時00分; 日曜日: 10時00分～18時00分,0259-58-9044,https://oto-101.square.site/,手頃,"カフェ, 衣料品店, 店舗, 飲食店, 観光スポット, 施設","カフェです。評価4.8（30件のレビュー）。価格帯は手頃です。店内飲食, テイクアウトに対応。佐渡島にあります。",可,不可,可,不可,可,不可,佐渡市内,CID URL検索,2025-08-09 12:34:24
ChIJNVKbtstm818RJuOIt2WPQHw,ローソン 佐渡中興店,日本、〒952-1211 新潟県佐渡市中興甲１１０６ 甲１１０６－８ ８,38.0145561,138.3558658,2.8,25,営業中,月曜日: 24 時間営業; 火曜日: 24 時間営業; 水曜日: 24 時間営業; 木曜日: 24 時間営業; 金曜日: 24 時間営業; 土曜日: 24 時間営業; 日曜日: 24 時間営業,0259-63-5165,https://www.e-map.ne.jp/p/lawson/dtl/294645/,価格情報なし,"コンビニエンスストア, ATM, 店舗, 飲食店, 観光スポット, 施設",コンビニエンスストアです。評価2.8（25件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:34:25
ChIJ5VUTzfpn818R4iDSqVzApOE,森のコーヒー屋,日本、〒952-1301 新潟県佐渡市真光寺１１２２,38.0396084,138.3166014,4.3,7,一時休業,,情報なし,https://morinocoffeeya.wixsite.com/close-up-html-jp,価格情報なし,"カフェ, 観光スポット, 飲食店, 施設",カフェです。評価4.3（7件のレビュー）。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:34:27
ChIJMzvLKABn818Rib7AMul81sM,二宮萬友荘 ばんゆうそう,日本、〒952-1308 新潟県佐渡市二宮６５５,38.0257612,138.3151609,4.5,8,営業中,,0259-52-4380,公式サイトなし,価格情報なし,"カフェ, 観光スポット, 飲食店, 施設",カフェです。評価4.5（8件のレビュー）。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,可,不可,佐渡市内,CID URL検索,2025-08-09 12:34:28
ChIJVeQEzgln818RMnrNejAm4nE,ドッグツアーズtarokich（ドッグラン＆カフェ）,日本、〒952-1304 新潟県佐渡市下長木４０２,38.008946,138.336456,4.4,9,営業中,月曜日: 11時30分～17時00分; 火曜日: 11時30分～17時00分; 水曜日: 11時30分～17時00分; 木曜日: 11時30分～17時00分; 金曜日: 11時30分～17時00分; 土曜日: 11時30分～17時00分; 日曜日: 11時30分～17時00分,090-2470-6492,https://dogrun-uzuz.com/dogruns/1887,価格情報なし,"公園, 観光スポット, 施設",公園です。評価4.4（9件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:34:30
ChIJpQfvxAdl818RntPs4vRM-E4,韓国家庭料理アリラン,日本、〒952-1432 新潟県佐渡市沢根五十里９４５−１,38.008068,138.2880734,4.2,24,閉店,,0259-52-3300,公式サイトなし,価格情報なし,"レストラン, 飲食店, 観光スポット, 施設","レストランです。評価4.2（24件のレビュー）。店内飲食, テイクアウトに対応。佐渡島にあります。",可,不可,可,不可,可,可,佐渡市内,CID URL検索,2025-08-09 12:34:31
ChIJfbI4XgBl818Rs-nln_NCiGQ,御菓子処しまや,日本、〒952-1432 新潟県佐渡市沢根五十里９８９−１,38.0076377,138.28550289999998,3,2,営業中,,情報なし,公式サイトなし,価格情報なし,"観光スポット, 店舗, 飲食店, 施設",観光スポットです。評価3（2件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:34:33
ChIJyRpm3Klm818RlB8F_CCCLb0,ケーキハウスバニラ,日本、〒952-1306 新潟県佐渡市長木９６０−７,38.0059731,138.3301342,4.2,65,営業中,月曜日: 定休日; 火曜日: 定休日; 水曜日: 10時00分～18時00分; 木曜日: 10時00分～18時00分; 金曜日: 10時00分～18時00分; 土曜日: 10時00分～18時00分; 日曜日: 10時00分～18時00分,0259-52-0741,https://www.cakehousevanilla.com/,普通,"パン・洋菓子店, 飲食店, 観光スポット, 店舗, 施設",パン・洋菓子店です。評価4.2（65件のレビュー）。価格帯は普通です。テイクアウトに対応。佐渡島にあります。,可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:34:35
ChIJt9DSyfhl818R0VBSnbXbgRg,池田菓子舗,日本、〒952-1433 新潟県佐渡市沢根篭町３５,38.0056796,138.278851,4.4,41,営業中,月曜日: 8時00分～18時00分; 火曜日: 8時00分～18時00分; 水曜日: 定休日; 木曜日: 8時00分～18時00分; 金曜日: 8時00分～18時00分; 土曜日: 8時00分～18時00分; 日曜日: 8時00分～18時00分,0259-52-6643,公式サイトなし,価格情報なし,"飲食店, 観光スポット, 店舗, 施設",飲食店です。評価4.4（41件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:34:36
ChIJYxniB6pm818RaAx1Odh6oLY,ショッピングプラザ キング 東大通店,日本、〒952-1307 新潟県佐渡市東大通８２５,38.004858399999996,138.3316667,3.4,194,営業中,月曜日: 9時00分～20時00分; 火曜日: 9時00分～20時00分; 水曜日: 9時00分～20時00分; 木曜日: 9時00分～20時00分; 金曜日: 9時00分～20時00分; 土曜日: 9時00分～20時00分; 日曜日: 9時00分～20時00分,0259-51-1211,https://ptl.zchain.co.jp/store/8424,価格情報なし,"スーパーマーケット, 観光スポット, 店舗, 飲食店, 施設",スーパーマーケットです。評価3.4（194件のレビュー）。佐渡島にあります。,不可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:34:38
ChIJKSfFBgBl818RZDhxk4EkRrE,喫茶デイリー,日本、〒952-1315 新潟県佐渡市河原田諏訪町７７,38.003773599999995,138.3142092,2.8,6,営業中,,情報なし,公式サイトなし,価格情報なし,"カフェ, 飲食店, 店舗, 観光スポット, 施設",カフェです。評価2.8（6件のレビュー）。店内飲食に対応。佐渡島にあります。,不可,不可,可,不可,可,不可,佐渡市内,CID URL検索,2025-08-09 12:34:39
ChIJPdMgswFk818Rqnk-I3ziAWI,喜昇堂パン工房・ピュイダムール,日本、〒952-1311 新潟県佐渡市八幡１１５６,38.0032055,138.33212129999998,4.2,36,営業中,月曜日: 8時00分～18時00分; 火曜日: 8時00分～18時00分; 水曜日: 定休日; 木曜日: 8時00分～18時00分; 金曜日: 8時00分～18時00分; 土曜日: 8時00分～18時00分; 日曜日: 8時00分～18時00分,0259-52-4516,公式サイトなし,普通,"パン・洋菓子店, 飲食店, 観光スポット, 店舗, 施設",パン・洋菓子店です。評価4.2（36件のレビュー）。価格帯は普通です。テイクアウトに対応。佐渡島にあります。,可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:34:41
ChIJP5NoywVk818RSmlEe3MxavM,モンブラン,日本、〒952-1314 新潟県佐渡市河原田本町５３−１,38.002232,138.32244219999998,4.1,31,営業中,月曜日: 10時00分～19時00分; 火曜日: 10時00分～19時00分; 水曜日: 10時00分～19時00分; 木曜日: 10時00分～19時00分; 金曜日: 10時00分～19時00分; 土曜日: 10時00分～19時00分; 日曜日: 定休日,0259-52-3235,公式サイトなし,普通,"パン・洋菓子店, 店舗, 飲食店, 観光スポット, 施設",パン・洋菓子店です。評価4.1（31件のレビュー）。価格帯は普通です。テイクアウトに対応。佐渡島にあります。,可,不可,不可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:34:42
ChIJvc9_GBBk818RKWqYStAdN-Y,アンブレラ,日本、〒952-1315 新潟県佐渡市河原田諏訪町１７０−３,38.0015837,138.3163271,3.5,24,営業中,月曜日: 9時00分～21時00分; 火曜日: 9時00分～21時00分; 水曜日: 定休日; 木曜日: 9時00分～21時00分; 金曜日: 9時00分～21時00分; 土曜日: 9時00分～21時00分; 日曜日: 9時00分～21時00分,0259-52-3725,公式サイトなし,普通,"カフェ, 飲食店, 観光スポット, 施設",カフェです。評価3.5（24件のレビュー）。価格帯は普通です。店内飲食に対応。佐渡島にあります。,不可,不可,可,可,可,不可,佐渡市内,CID URL検索,2025-08-09 12:34:44
ChIJLyWbCQZk818RKXBYeZfUogA,ラブマーケットカフェ,日本、〒952-1314 新潟県佐渡市河原田本町９６−１,38.0010676,138.3218336,4.7,3,営業中,月曜日: 定休日; 火曜日: 定休日; 水曜日: 定休日; 木曜日: 定休日; 金曜日: 11時30分～17時30分; 土曜日: 11時30分～17時30分; 日曜日: 定休日,0259-57-2393,https://ja-jp.facebook.com/Lovemarketcafe/,価格情報なし,"カフェ, 飲食店, 店舗, 観光スポット, 施設","カフェです。評価4.7（3件のレビュー）。店内飲食, テイクアウトに対応。佐渡島にあります。",可,不可,可,不可,不可,不可,佐渡市内,CID URL検索,2025-08-09 12:34:45
